Subject,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
Maths,"[Geometric Progression] Board-level MCQ 291: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Easy
Maths,"[Matrices] Board-level MCQ 292: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Medium
Maths,"[Coordinate Geometry] Board-level MCQ 293: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Hard
Maths,"[Trigonometric Identities] Board-level MCQ 294: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Easy
Maths,"[Heights & Distances] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Medium
Maths,"[Mensuration] Board-level MCQ 296: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Hard
Maths,"[Geometry] Board-level MCQ 297: If x = 5, find the value of 2x² − 3x.",35,37,32,40,A,Easy
Maths,"[Statistics] Board-level MCQ 298: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Medium
Maths,"[Probability] Board-level MCQ 299: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Hard
Maths,"[GST & Banking] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Maths,"[Quadratic Equations] Board-level MCQ 301: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Medium
Maths,"[Arithmetic Progression] Board-level MCQ 302: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Hard
Maths,"[Geometric Progression] Board-level MCQ 303: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Easy
Maths,"[Matrices] Board-level MCQ 304: If x = 5, find the value of 2x² − 3x.",35,37,32,40,A,Medium
Maths,"[Coordinate Geometry] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Hard
Maths,"[Trigonometric Identities] Board-level MCQ 306: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Easy
Maths,"[Heights & Distances] Board-level MCQ 307: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Medium
Maths,"[Mensuration] Board-level MCQ 308: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Hard
Maths,"[Geometry] Board-level MCQ 309: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Easy
Maths,"[Statistics] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Medium
Maths,"[Probability] Board-level MCQ 311: If x = 5, find the value of 2x² − 3x.",35,37,32,40,A,Hard
Maths,"[GST & Banking] Board-level MCQ 312: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Easy
Maths,"[Quadratic Equations] Board-level MCQ 313: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Medium
Maths,"[Arithmetic Progression] Board-level MCQ 314: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Hard
Maths,"[Geometric Progression] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Maths,"[Matrices] Board-level MCQ 316: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Medium
Maths,"[Coordinate Geometry] Board-level MCQ 317: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Hard
Maths,"[Trigonometric Identities] Board-level MCQ 318: If x = 5, find the value of 2x² − 3x.",35,37,32,40,A,Easy
Maths,"[Heights & Distances] Board-level MCQ 319: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Medium
Maths,"[Mensuration] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Hard
Maths,"[Geometry] Board-level MCQ 321: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Easy
Maths,"[Statistics] Board-level MCQ 322: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Medium
Maths,"[Probability] Board-level MCQ 323: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Hard
Maths,"[GST & Banking] Board-level MCQ 324: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Easy
Maths,"[Quadratic Equations] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Medium
Maths,"[Arithmetic Progression] Board-level MCQ 326: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Hard
Maths,"[Geometric Progression] Board-level MCQ 327: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Easy
Maths,"[Matrices] Board-level MCQ 328: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Medium
Maths,"[Coordinate Geometry] Board-level MCQ 329: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Hard
Maths,"[Trigonometric Identities] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Maths,"[Heights & Distances] Board-level MCQ 331: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Medium
Maths,"[Mensuration] Board-level MCQ 332: If x = 5, find the value of 2x² − 3x.",35,37,32,40,A,Hard
Maths,"[Geometry] Board-level MCQ 333: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Easy
Maths,"[Statistics] Board-level MCQ 334: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Medium
Maths,"[Probability] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Hard
Maths,"[GST & Banking] Board-level MCQ 336: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Easy
Maths,"[Quadratic Equations] Board-level MCQ 337: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Medium
Maths,"[Arithmetic Progression] Board-level MCQ 338: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Hard
Maths,"[Geometric Progression] Board-level MCQ 339: If x = 5, find the value of 2x² − 3x.",35,37,32,40,A,Easy
Maths,"[Matrices] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Medium
Maths,"[Coordinate Geometry] Board-level MCQ 341: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Hard
Maths,"[Trigonometric Identities] Board-level MCQ 342: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Easy
Maths,"[Heights & Distances] Board-level MCQ 343: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Medium
Maths,"[Mensuration] Board-level MCQ 344: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Hard
Maths,"[Geometry] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Maths,"[Statistics] Board-level MCQ 346: If x = 5, find the value of 2x² − 3x.",35,37,32,40,A,Medium
Maths,"[Probability] Board-level MCQ 347: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Hard
Maths,"[GST & Banking] Board-level MCQ 348: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Easy
Maths,"[Quadratic Equations] Board-level MCQ 349: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Medium
Maths,"[Arithmetic Progression] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Hard
Maths,"[Geometric Progression] Board-level MCQ 351: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Easy
Maths,"[Matrices] Board-level MCQ 352: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Medium
Maths,"[Coordinate Geometry] Board-level MCQ 353: If x = 5, find the value of 2x² − 3x.",35,37,32,40,A,Hard
Maths,"[Trigonometric Identities] Board-level MCQ 354: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Easy
Maths,"[Heights & Distances] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Medium
Maths,"[Mensuration] Board-level MCQ 356: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Hard
Maths,"[Geometry] Board-level MCQ 357: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Easy
Maths,"[Statistics] Board-level MCQ 358: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Medium
Maths,"[Probability] Board-level MCQ 359: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Hard
Maths,"[GST & Banking] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Maths,"[Quadratic Equations] Board-level MCQ 361: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Medium
Maths,"[Arithmetic Progression] Board-level MCQ 362: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Hard
Maths,"[Geometric Progression] Board-level MCQ 363: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Easy
Maths,"[Matrices] Board-level MCQ 364: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Medium
Maths,"[Coordinate Geometry] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Hard
Maths,"[Trigonometric Identities] Board-level MCQ 366: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Easy
Maths,"[Heights & Distances] Board-level MCQ 367: If x = 5, find the value of 2x² − 3x.",35,37,32,40,A,Medium
Maths,"[Mensuration] Board-level MCQ 368: If x = 6, find the value of 2x² − 3x.",54,56,51,59,A,Hard
Maths,"[Geometry] Board-level MCQ 369: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Easy
Maths,"[Statistics] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Medium
Maths,"[Probability] Board-level MCQ 371: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Hard
Maths,"[GST & Banking] Board-level MCQ 372: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Easy
Maths,"[Quadratic Equations] Board-level MCQ 373: If x = 4, find the value of 2x² − 3x.",20,22,17,25,A,Medium
Maths,"[Arithmetic Progression] Board-level MCQ 374: If x = 5, find the value of 2x² − 3x.",35,37,32,40,A,Hard
Maths,"[Geometric Progression] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Easy
Maths,"[Matrices] Board-level MCQ 376: If x = 7, find the value of 2x² − 3x.",77,79,74,82,A,Medium
Maths,"[Coordinate Geometry] Board-level MCQ 377: If x = 8, find the value of 2x² − 3x.",104,106,101,109,A,Hard
Maths,"[Trigonometric Identities] Board-level MCQ 378: If x = 2, find the value of 2x² − 3x.",2,4,-1,7,A,Easy
Maths,"[Heights & Distances] Board-level MCQ 379: If x = 3, find the value of 2x² − 3x.",9,11,6,14,A,Medium
Maths,"[Mensuration] Assertion (A): The discriminant of a quadratic equation determines the nature of roots. Reason (R): If the discriminant is negative, the roots are imaginary.",Both A and R are true and R is the correct explanation of A,Both A and R are true but R is not the correct explanation of A,A is true but R is false,A is false but R is true,A,Hard
